car_id,count_total,count_canceled_delay,benefit
387939,8.0,0.0,no benefit
337047,2.0,0.0,no benefit
405565,2.0,0.0,no benefit
367627,5.0,0.0,no benefit
176755,1.0,0.0,no benefit
394781,5.0,0.0,no benefit
387810,13.0,0.0,no benefit
348400,7.0,0.0,no benefit
373545,3.0,0.0,no benefit
350135,1.0,0.0,no benefit
194343,6.0,0.0,no benefit
292910,2.0,0.0,no benefit
367365,6.0,0.0,no benefit
363658,10.0,0.0,no benefit
353251,3.0,0.0,no benefit
224133,7.0,0.0,no benefit
393172,7.0,0.0,no benefit
312840,3.0,0.0,no benefit
409096,2.0,0.0,no benefit
366310,6.0,0.0,no benefit
382901,10.0,0.0,no benefit
409695,5.0,0.0,no benefit
396470,4.0,0.0,no benefit
381038,1.0,0.0,no benefit
242106,2.0,0.0,no benefit
409274,4.0,0.0,no benefit
408509,7.0,0.0,no benefit
384056,6.0,0.0,no benefit
383309,10.0,1.0,benefit
409391,1.0,0.0,no benefit
366448,2.0,0.0,no benefit
392732,4.0,0.0,no benefit
342645,9.0,0.0,no benefit
399535,3.0,0.0,no benefit
295783,16.0,1.0,benefit
348526,16.0,0.0,no benefit
410452,1.0,0.0,no benefit
405122,6.0,0.0,no benefit
377219,6.0,0.0,no benefit
276276,5.0,0.0,no benefit
395489,1.0,0.0,no benefit
385574,4.0,0.0,no benefit
409344,8.0,0.0,no benefit
214635,13.0,0.0,no benefit
231676,4.0,0.0,no benefit
381684,5.0,0.0,no benefit
188944,3.0,0.0,no benefit
392147,14.0,0.0,no benefit
374614,3.0,0.0,no benefit
408406,4.0,0.0,no benefit
409718,4.0,0.0,no benefit
411835,1.0,0.0,no benefit
367346,2.0,0.0,no benefit
317330,10.0,0.0,no benefit
409458,1.0,0.0,no benefit
375311,2.0,0.0,no benefit
374241,2.0,0.0,no benefit
288973,10.0,0.0,no benefit
363820,2.0,0.0,no benefit
282893,4.0,1.0,benefit
406104,8.0,0.0,no benefit
278005,2.0,0.0,no benefit
373316,6.0,0.0,no benefit
411521,5.0,0.0,no benefit
227830,2.0,0.0,no benefit
369608,3.0,0.0,no benefit
394752,2.0,0.0,no benefit
360829,2.0,0.0,no benefit
411687,1.0,0.0,no benefit
175887,5.0,0.0,no benefit
364907,11.0,0.0,no benefit
181607,1.0,0.0,no benefit
369881,10.0,0.0,no benefit
177058,3.0,0.0,no benefit
391174,2.0,0.0,no benefit
408814,3.0,0.0,no benefit
328016,4.0,0.0,no benefit
273263,1.0,0.0,no benefit
358131,1.0,0.0,no benefit
310219,5.0,0.0,no benefit
409690,8.0,1.0,benefit
383481,3.0,0.0,no benefit
407730,2.0,0.0,no benefit
378182,3.0,0.0,no benefit
294883,7.0,0.0,no benefit
407838,5.0,0.0,no benefit
408578,2.0,0.0,no benefit
295815,1.0,0.0,no benefit
239798,1.0,0.0,no benefit
399967,3.0,0.0,no benefit
346652,3.0,0.0,no benefit
310681,5.0,0.0,no benefit
229360,1.0,0.0,no benefit
409711,3.0,0.0,no benefit
383343,1.0,0.0,no benefit
359880,9.0,0.0,no benefit
291723,3.0,0.0,no benefit
382939,1.0,0.0,no benefit
304570,1.0,0.0,no benefit
341710,6.0,0.0,no benefit
283001,3.0,0.0,no benefit
406062,5.0,0.0,no benefit
277888,1.0,0.0,no benefit
381233,2.0,0.0,no benefit
374293,2.0,0.0,no benefit
382793,2.0,0.0,no benefit
171249,4.0,0.0,no benefit
348625,3.0,0.0,no benefit
412676,4.0,0.0,no benefit
245154,15.0,1.0,benefit
408202,1.0,0.0,no benefit
384045,2.0,0.0,no benefit
384657,9.0,0.0,no benefit
376619,5.0,0.0,no benefit
307335,3.0,0.0,no benefit
385625,11.0,0.0,no benefit
364662,2.0,0.0,no benefit
173061,11.0,0.0,no benefit
406081,2.0,0.0,no benefit
323777,6.0,0.0,no benefit
348673,1.0,0.0,no benefit
315136,6.0,0.0,no benefit
384385,3.0,0.0,no benefit
276924,6.0,0.0,no benefit
401166,5.0,0.0,no benefit
385783,5.0,0.0,no benefit
412936,1.0,0.0,no benefit
347847,6.0,0.0,no benefit
390976,4.0,0.0,no benefit
393972,2.0,0.0,no benefit
402528,15.0,0.0,no benefit
410694,2.0,0.0,no benefit
293785,9.0,0.0,no benefit
241021,29.0,1.0,benefit
380002,5.0,0.0,no benefit
406629,2.0,0.0,no benefit
352631,1.0,0.0,no benefit
402993,6.0,0.0,no benefit
311353,2.0,0.0,no benefit
328013,1.0,0.0,no benefit
324889,4.0,0.0,no benefit
351168,3.0,0.0,no benefit
391519,12.0,0.0,no benefit
391926,3.0,0.0,no benefit
327585,1.0,0.0,no benefit
360548,2.0,0.0,no benefit
407253,3.0,0.0,no benefit
375774,6.0,0.0,no benefit
320670,3.0,0.0,no benefit
374298,9.0,0.0,no benefit
211860,3.0,0.0,no benefit
407632,7.0,0.0,no benefit
396767,3.0,0.0,no benefit
274554,4.0,0.0,no benefit
413896,6.0,0.0,no benefit
296213,1.0,0.0,no benefit
397878,2.0,0.0,no benefit
368275,2.0,0.0,no benefit
332548,1.0,0.0,no benefit
395962,2.0,0.0,no benefit
402773,3.0,0.0,no benefit
406205,1.0,0.0,no benefit
387427,1.0,0.0,no benefit
383126,4.0,0.0,no benefit
321400,3.0,0.0,no benefit
327732,2.0,0.0,no benefit
412816,1.0,0.0,no benefit
405433,7.0,0.0,no benefit
401623,1.0,0.0,no benefit
383139,1.0,0.0,no benefit
375915,6.0,0.0,no benefit
410151,7.0,0.0,no benefit
272724,10.0,0.0,no benefit
351547,2.0,0.0,no benefit
351021,1.0,0.0,no benefit
396746,3.0,0.0,no benefit
375126,10.0,0.0,no benefit
400165,4.0,0.0,no benefit
318867,5.0,0.0,no benefit
405858,5.0,0.0,no benefit
297962,6.0,0.0,no benefit
410258,1.0,0.0,no benefit
326755,1.0,0.0,no benefit
326578,3.0,0.0,no benefit
316772,1.0,0.0,no benefit
368753,2.0,0.0,no benefit
321069,6.0,0.0,no benefit
340616,13.0,1.0,benefit
286751,10.0,0.0,no benefit
297740,1.0,0.0,no benefit
344677,1.0,0.0,no benefit
369354,1.0,0.0,no benefit
289720,8.0,0.0,no benefit
281955,10.0,0.0,no benefit
220877,7.0,0.0,no benefit
408776,4.0,0.0,no benefit
394117,1.0,0.0,no benefit
376064,2.0,0.0,no benefit
301068,4.0,0.0,no benefit
288452,2.0,0.0,no benefit
399361,3.0,0.0,no benefit
404020,5.0,0.0,no benefit
410068,3.0,0.0,no benefit
375755,3.0,0.0,no benefit
387845,2.0,0.0,no benefit
334859,3.0,0.0,no benefit
337217,8.0,0.0,no benefit
373726,2.0,0.0,no benefit
389467,5.0,0.0,no benefit
392479,19.0,0.0,no benefit
305917,2.0,0.0,no benefit
249274,5.0,0.0,no benefit
411754,5.0,0.0,no benefit
310444,7.0,0.0,no benefit
192179,8.0,0.0,no benefit
341119,8.0,0.0,no benefit
364996,4.0,0.0,no benefit
395613,1.0,0.0,no benefit
414723,1.0,0.0,no benefit
409636,6.0,0.0,no benefit
409238,8.0,0.0,no benefit
304112,1.0,0.0,no benefit
403722,1.0,0.0,no benefit
404542,7.0,1.0,benefit
386382,1.0,0.0,no benefit
394024,3.0,0.0,no benefit
381499,10.0,1.0,benefit
248539,6.0,0.0,no benefit
392731,1.0,0.0,no benefit
408060,3.0,0.0,no benefit
404133,3.0,0.0,no benefit
386177,1.0,0.0,no benefit
410088,1.0,0.0,no benefit
242546,1.0,0.0,no benefit
381183,8.0,0.0,no benefit
393442,7.0,0.0,no benefit
310571,7.0,0.0,no benefit
310828,1.0,0.0,no benefit
339515,1.0,0.0,no benefit
394272,12.0,0.0,no benefit
349894,8.0,0.0,no benefit
225602,3.0,0.0,no benefit
347208,13.0,0.0,no benefit
409663,4.0,0.0,no benefit
381123,7.0,0.0,no benefit
179429,1.0,0.0,no benefit
361262,4.0,0.0,no benefit
384150,1.0,0.0,no benefit
195888,6.0,0.0,no benefit
371530,4.0,0.0,no benefit
407869,2.0,0.0,no benefit
382884,5.0,0.0,no benefit
412426,2.0,0.0,no benefit
332366,1.0,0.0,no benefit
341431,8.0,0.0,no benefit
394120,1.0,0.0,no benefit
340833,5.0,0.0,no benefit
410110,2.0,0.0,no benefit
384747,4.0,0.0,no benefit
356481,6.0,0.0,no benefit
399718,3.0,0.0,no benefit
414525,2.0,0.0,no benefit
282208,4.0,0.0,no benefit
366410,4.0,0.0,no benefit
354331,5.0,0.0,no benefit
381435,6.0,0.0,no benefit
406475,7.0,0.0,no benefit
415170,1.0,0.0,no benefit
368210,1.0,0.0,no benefit
376391,3.0,0.0,no benefit
281518,2.0,0.0,no benefit
213807,2.0,0.0,no benefit
308565,5.0,0.0,no benefit
268874,1.0,0.0,no benefit
393781,3.0,0.0,no benefit
226932,4.0,0.0,no benefit
393584,2.0,0.0,no benefit
221297,3.0,0.0,no benefit
358274,1.0,0.0,no benefit
372647,7.0,0.0,no benefit
339975,1.0,0.0,no benefit
386539,3.0,0.0,no benefit
382279,3.0,0.0,no benefit
366287,5.0,0.0,no benefit
402194,3.0,0.0,no benefit
397136,1.0,0.0,no benefit
349131,3.0,0.0,no benefit
320481,7.0,0.0,no benefit
359719,5.0,0.0,no benefit
358846,4.0,0.0,no benefit
251815,4.0,0.0,no benefit
168079,1.0,0.0,no benefit
402078,11.0,0.0,no benefit
337219,7.0,0.0,no benefit
381012,7.0,0.0,no benefit
241058,1.0,0.0,no benefit
376514,1.0,0.0,no benefit
363431,5.0,0.0,no benefit
380866,6.0,0.0,no benefit
280805,9.0,1.0,benefit
335857,2.0,0.0,no benefit
285846,1.0,0.0,no benefit
406054,4.0,0.0,no benefit
325154,2.0,0.0,no benefit
381512,2.0,0.0,no benefit
385174,3.0,0.0,no benefit
370513,5.0,0.0,no benefit
266641,5.0,0.0,no benefit
354515,10.0,0.0,no benefit
372128,3.0,0.0,no benefit
207715,1.0,0.0,no benefit
356434,7.0,0.0,no benefit
262206,2.0,0.0,no benefit
241568,1.0,0.0,no benefit
276202,3.0,0.0,no benefit
378003,10.0,0.0,no benefit
290600,10.0,0.0,no benefit
368448,5.0,0.0,no benefit
408131,2.0,0.0,no benefit
332611,1.0,0.0,no benefit
406388,8.0,0.0,no benefit
405683,1.0,0.0,no benefit
301632,5.0,0.0,no benefit
386928,2.0,0.0,no benefit
385295,8.0,0.0,no benefit
364882,12.0,0.0,no benefit
373925,4.0,0.0,no benefit
374698,10.0,0.0,no benefit
318715,2.0,0.0,no benefit
173376,6.0,0.0,no benefit
414498,2.0,0.0,no benefit
376311,14.0,1.0,benefit
389035,3.0,0.0,no benefit
404483,1.0,0.0,no benefit
375908,4.0,0.0,no benefit
414708,1.0,0.0,no benefit
328506,2.0,0.0,no benefit
334671,1.0,0.0,no benefit
374921,4.0,0.0,no benefit
313772,6.0,0.0,no benefit
407907,1.0,0.0,no benefit
386498,2.0,0.0,no benefit
164960,11.0,0.0,no benefit
298388,6.0,0.0,no benefit
228776,5.0,0.0,no benefit
415953,2.0,0.0,no benefit
268798,1.0,0.0,no benefit
381940,1.0,0.0,no benefit
279764,5.0,0.0,no benefit
402980,3.0,0.0,no benefit
414349,3.0,0.0,no benefit
401968,2.0,0.0,no benefit
410939,9.0,0.0,no benefit
366025,6.0,0.0,no benefit
399205,2.0,0.0,no benefit
376840,9.0,0.0,no benefit
307364,11.0,0.0,no benefit
314572,1.0,0.0,no benefit
396250,6.0,1.0,benefit
296295,1.0,0.0,no benefit
402779,3.0,0.0,no benefit
214007,1.0,0.0,no benefit
345738,4.0,0.0,no benefit
279378,2.0,0.0,no benefit
412469,1.0,0.0,no benefit
317378,7.0,0.0,no benefit
314605,6.0,0.0,no benefit
291932,8.0,0.0,no benefit
415843,3.0,0.0,no benefit
410396,2.0,0.0,no benefit
159536,7.0,0.0,no benefit
372609,2.0,0.0,no benefit
365926,22.0,4.0,benefit
293992,4.0,0.0,no benefit
304566,1.0,0.0,no benefit
309517,2.0,0.0,no benefit
353425,20.0,1.0,benefit
368083,1.0,0.0,no benefit
367382,1.0,0.0,no benefit
398697,7.0,0.0,no benefit
232442,2.0,0.0,no benefit
380867,1.0,0.0,no benefit
377746,2.0,0.0,no benefit
216796,1.0,0.0,no benefit
361217,2.0,0.0,no benefit
305669,1.0,0.0,no benefit
331681,3.0,0.0,no benefit
299017,4.0,0.0,no benefit
364237,1.0,0.0,no benefit
354388,2.0,0.0,no benefit
277553,1.0,0.0,no benefit
392779,1.0,0.0,no benefit
377700,8.0,0.0,no benefit
274943,5.0,0.0,no benefit
267672,5.0,0.0,no benefit
397599,10.0,0.0,no benefit
382613,2.0,0.0,no benefit
402156,1.0,0.0,no benefit
265239,18.0,0.0,no benefit
375887,2.0,0.0,no benefit
257207,2.0,0.0,no benefit
390927,13.0,1.0,benefit
403526,8.0,0.0,no benefit
351304,2.0,0.0,no benefit
310644,2.0,0.0,no benefit
404493,4.0,0.0,no benefit
369713,2.0,0.0,no benefit
298455,3.0,0.0,no benefit
377364,2.0,0.0,no benefit
403863,7.0,0.0,no benefit
400078,5.0,0.0,no benefit
371520,6.0,0.0,no benefit
348901,3.0,0.0,no benefit
358978,14.0,0.0,no benefit
404725,6.0,0.0,no benefit
262187,4.0,0.0,no benefit
382700,4.0,0.0,no benefit
399528,12.0,0.0,no benefit
380223,2.0,0.0,no benefit
248159,4.0,0.0,no benefit
339442,9.0,0.0,no benefit
285241,6.0,0.0,no benefit
204019,1.0,0.0,no benefit
407199,4.0,0.0,no benefit
398877,2.0,0.0,no benefit
296967,10.0,1.0,benefit
388490,2.0,0.0,no benefit
289901,8.0,0.0,no benefit
259952,5.0,0.0,no benefit
309209,4.0,0.0,no benefit
369634,1.0,0.0,no benefit
226544,5.0,0.0,no benefit
403149,4.0,0.0,no benefit
370907,8.0,0.0,no benefit
393938,1.0,0.0,no benefit
271419,1.0,0.0,no benefit
378072,11.0,0.0,no benefit
352663,4.0,0.0,no benefit
407390,2.0,0.0,no benefit
385861,3.0,0.0,no benefit
342154,10.0,1.0,benefit
401462,2.0,0.0,no benefit
227100,3.0,0.0,no benefit
398586,11.0,0.0,no benefit
300345,1.0,0.0,no benefit
280227,10.0,0.0,no benefit
301512,5.0,0.0,no benefit
371387,16.0,0.0,no benefit
290726,11.0,0.0,no benefit
394490,1.0,0.0,no benefit
300601,1.0,0.0,no benefit
192409,3.0,0.0,no benefit
390718,1.0,0.0,no benefit
366079,2.0,0.0,no benefit
299180,2.0,0.0,no benefit
190163,2.0,0.0,no benefit
399549,1.0,0.0,no benefit
390347,2.0,0.0,no benefit
293771,1.0,0.0,no benefit
245884,4.0,0.0,no benefit
370437,2.0,0.0,no benefit
304392,14.0,0.0,no benefit
376237,1.0,0.0,no benefit
391056,1.0,0.0,no benefit
261879,3.0,0.0,no benefit
388411,2.0,0.0,no benefit
351024,2.0,0.0,no benefit
188941,3.0,0.0,no benefit
173341,1.0,0.0,no benefit
376574,2.0,0.0,no benefit
364038,2.0,0.0,no benefit
330176,1.0,0.0,no benefit
391223,4.0,0.0,no benefit
339993,3.0,0.0,no benefit
334199,1.0,0.0,no benefit
366631,1.0,0.0,no benefit
392485,5.0,0.0,no benefit
394561,3.0,0.0,no benefit
383344,15.0,1.0,benefit
353459,3.0,0.0,no benefit
310636,8.0,0.0,no benefit
198687,4.0,0.0,no benefit
370312,6.0,0.0,no benefit
346755,6.0,1.0,benefit
388172,1.0,0.0,no benefit
401475,14.0,0.0,no benefit
384479,14.0,0.0,no benefit
390056,2.0,0.0,no benefit
285452,16.0,1.0,benefit
167023,2.0,0.0,no benefit
335239,3.0,0.0,no benefit
351787,5.0,0.0,no benefit
396672,1.0,0.0,no benefit
403410,1.0,0.0,no benefit
321582,4.0,0.0,no benefit
241935,1.0,0.0,no benefit
346840,1.0,0.0,no benefit
402845,4.0,0.0,no benefit
343652,3.0,0.0,no benefit
364310,1.0,0.0,no benefit
361156,7.0,0.0,no benefit
265546,5.0,0.0,no benefit
256932,2.0,0.0,no benefit
361564,5.0,0.0,no benefit
283806,1.0,0.0,no benefit
373677,4.0,0.0,no benefit
221181,2.0,0.0,no benefit
320834,6.0,0.0,no benefit
391618,5.0,0.0,no benefit
404592,1.0,0.0,no benefit
371159,10.0,0.0,no benefit
389441,3.0,0.0,no benefit
276919,2.0,0.0,no benefit
344091,2.0,0.0,no benefit
385666,1.0,0.0,no benefit
180535,2.0,0.0,no benefit
353270,2.0,0.0,no benefit
378850,4.0,0.0,no benefit
288611,2.0,0.0,no benefit
255078,1.0,0.0,no benefit
404341,2.0,0.0,no benefit
389348,5.0,0.0,no benefit
175071,2.0,0.0,no benefit
370485,2.0,0.0,no benefit
290109,8.0,0.0,no benefit
311376,5.0,0.0,no benefit
405490,3.0,0.0,no benefit
160062,6.0,0.0,no benefit
308073,8.0,0.0,no benefit
375307,4.0,0.0,no benefit
319579,2.0,0.0,no benefit
336027,2.0,0.0,no benefit
392718,9.0,0.0,no benefit
407820,6.0,0.0,no benefit
366199,4.0,0.0,no benefit
323095,3.0,0.0,no benefit
399464,3.0,0.0,no benefit
299776,2.0,0.0,no benefit
372687,1.0,0.0,no benefit
376901,11.0,0.0,no benefit
405733,4.0,0.0,no benefit
382712,3.0,0.0,no benefit
374740,4.0,0.0,no benefit
408821,2.0,0.0,no benefit
394320,2.0,0.0,no benefit
310534,5.0,0.0,no benefit
373233,8.0,0.0,no benefit
301422,3.0,0.0,no benefit
282657,2.0,0.0,no benefit
409227,6.0,0.0,no benefit
400193,3.0,0.0,no benefit
395023,3.0,0.0,no benefit
208207,3.0,0.0,no benefit
308414,5.0,0.0,no benefit
399936,3.0,0.0,no benefit
375586,1.0,0.0,no benefit
245338,2.0,0.0,no benefit
357975,2.0,0.0,no benefit
353292,1.0,0.0,no benefit
397095,1.0,0.0,no benefit
350502,8.0,0.0,no benefit
333865,1.0,0.0,no benefit
328263,6.0,0.0,no benefit
190171,2.0,0.0,no benefit
295067,2.0,0.0,no benefit
377805,2.0,0.0,no benefit
347873,15.0,0.0,no benefit
167490,4.0,0.0,no benefit
403648,1.0,0.0,no benefit
324197,6.0,0.0,no benefit
203060,4.0,0.0,no benefit
177313,4.0,0.0,no benefit
397642,1.0,0.0,no benefit
276923,4.0,0.0,no benefit
298757,6.0,0.0,no benefit
388767,4.0,0.0,no benefit
270501,1.0,0.0,no benefit
337198,7.0,0.0,no benefit
399489,2.0,0.0,no benefit
392142,4.0,0.0,no benefit
393908,5.0,0.0,no benefit
406559,3.0,0.0,no benefit
403275,4.0,0.0,no benefit
372346,3.0,0.0,no benefit
378616,1.0,0.0,no benefit
406310,4.0,0.0,no benefit
341184,3.0,0.0,no benefit
379018,1.0,0.0,no benefit
294327,5.0,0.0,no benefit
348293,6.0,0.0,no benefit
404583,3.0,0.0,no benefit
359343,1.0,0.0,no benefit
334190,33.0,2.0,benefit
300724,1.0,0.0,no benefit
338864,3.0,0.0,no benefit
391325,3.0,0.0,no benefit
307470,5.0,0.0,no benefit
407383,2.0,0.0,no benefit
358723,4.0,0.0,no benefit
374989,3.0,0.0,no benefit
334922,3.0,0.0,no benefit
380748,2.0,0.0,no benefit
325139,7.0,0.0,no benefit
393148,1.0,0.0,no benefit
393018,2.0,0.0,no benefit
407875,4.0,0.0,no benefit
273591,2.0,0.0,no benefit
352476,4.0,0.0,no benefit
404420,6.0,0.0,no benefit
365710,2.0,0.0,no benefit
407614,2.0,0.0,no benefit
206019,3.0,0.0,no benefit
369339,2.0,0.0,no benefit
319608,2.0,0.0,no benefit
385238,2.0,0.0,no benefit
298429,6.0,1.0,benefit
172429,2.0,0.0,no benefit
408144,6.0,0.0,no benefit
402851,1.0,0.0,no benefit
393514,2.0,0.0,no benefit
301750,3.0,0.0,no benefit
270022,2.0,0.0,no benefit
340579,3.0,0.0,no benefit
313602,5.0,0.0,no benefit
387431,2.0,1.0,benefit
390898,1.0,0.0,no benefit
397992,1.0,0.0,no benefit
313048,3.0,0.0,no benefit
400158,3.0,0.0,no benefit
400371,1.0,0.0,no benefit
362802,1.0,0.0,no benefit
312078,15.0,1.0,benefit
223160,1.0,0.0,no benefit
407318,2.0,0.0,no benefit
330856,6.0,0.0,no benefit
175289,5.0,0.0,no benefit
279695,2.0,0.0,no benefit
402674,5.0,0.0,no benefit
367632,17.0,1.0,benefit
363280,3.0,0.0,no benefit
197523,2.0,0.0,no benefit
396856,1.0,0.0,no benefit
382389,2.0,0.0,no benefit
351030,2.0,0.0,no benefit
376353,3.0,0.0,no benefit
374081,3.0,0.0,no benefit
404862,1.0,0.0,no benefit
350149,21.0,0.0,no benefit
375553,9.0,0.0,no benefit
404688,4.0,0.0,no benefit
374881,3.0,0.0,no benefit
388895,14.0,0.0,no benefit
343400,1.0,0.0,no benefit
383110,16.0,0.0,no benefit
406143,4.0,0.0,no benefit
395790,4.0,0.0,no benefit
260096,4.0,0.0,no benefit
379092,6.0,1.0,benefit
289681,1.0,0.0,no benefit
248247,1.0,0.0,no benefit
396046,1.0,0.0,no benefit
371133,3.0,0.0,no benefit
189889,3.0,0.0,no benefit
278935,4.0,0.0,no benefit
269922,2.0,0.0,no benefit
314107,2.0,0.0,no benefit
313432,7.0,0.0,no benefit
379042,1.0,0.0,no benefit
403775,1.0,0.0,no benefit
404219,5.0,0.0,no benefit
389451,5.0,0.0,no benefit
300377,6.0,0.0,no benefit
267891,2.0,0.0,no benefit
317387,3.0,0.0,no benefit
338947,3.0,0.0,no benefit
339015,4.0,0.0,no benefit
373232,1.0,0.0,no benefit
316449,9.0,1.0,benefit
374993,2.0,0.0,no benefit
243595,6.0,0.0,no benefit
388559,3.0,0.0,no benefit
359992,1.0,0.0,no benefit
270195,1.0,0.0,no benefit
184620,1.0,0.0,no benefit
351319,10.0,0.0,no benefit
